unixtime,mouseX,mouseY,collision,mode
201710102232562511,0,0,0,mode0
201710102232562576,0,0,0,mode0
201710102232562594,0,0,0,mode0
201710102232562612,0,0,0,mode0
201710102232562629,0,0,0,mode0
201710102232562645,0,0,0,mode0
201710102232562664,0,0,0,mode0
201710102232562683,0,0,0,mode0
201710102232562705,0,0,0,mode0
201710102232562723,0,0,0,mode0
201710102232562743,0,0,0,mode0
201710102232562762,0,0,0,mode0
201710102232562783,0,0,0,mode0
201710102232562801,0,0,0,mode0
201710102232562820,0,0,0,mode0
201710102232562845,0,0,0,mode0
201710102232562864,0,0,0,mode0
201710102232562883,0,0,0,mode0
201710102232562900,0,0,0,mode0
201710102232562923,0,0,0,mode0
201710102232562945,0,0,0,mode0
201710102232562963,0,0,0,mode0
201710102232562983,0,0,0,mode0
201710102232563004,0,0,0,mode0
201710102232563029,0,0,0,mode0
201710102232563047,0,0,0,mode0
201710102232563069,0,0,0,mode0
201710102232563089,0,0,0,mode0
201710102232573110,0,0,0,mode0
201710102232573129,0,0,0,mode0
201710102232573152,0,0,0,mode0
201710102232573166,0,0,0,mode0
201710102232573184,0,0,0,mode0
201710102232573202,0,0,0,sin_mode,0,400
201710102232573223,0,0,0,sin_mode,0,400
201710102232573244,0,0,0,sin_mode,0,400
201710102232573262,0,0,0,sin_mode,0,400
201710102232573279,0,0,0,sin_mode,0,400
201710102232573298,0,0,0,sin_mode,0,400
201710102232573320,0,0,0,sin_mode,0,400
201710102232573343,0,0,0,sin_mode,0,400
201710102232573362,0,0,0,sin_mode,0,400
201710102232573384,0,0,0,sin_mode,0,400
201710102232573407,0,0,0,sin_mode,0,400
201710102232573427,0,0,0,sin_mode,0,400
201710102232573446,0,0,0,sin_mode,0,400
201710102232573460,0,0,0,sin_mode,0,400
201710102232573478,0,0,0,sin_mode,0,400
201710102232573494,0,0,0,sin_mode,0,400
201710102232573513,0,0,0,sin_mode,0,400
201710102232573528,0,0,0,sin_mode,0,400
201710102232573550,0,0,0,sin_mode,0,400
201710102232573570,0,0,0,sin_mode,0,400
201710102232573593,0,0,0,sin_mode,0,400
201710102232573612,0,0,0,sin_mode,0,400
201710102232573632,0,0,0,sin_mode,0,400
201710102232573652,0,0,0,sin_mode,0,400
201710102232573674,0,0,0,sin_mode,0,400
201710102232573696,0,0,0,sin_mode,0,400
201710102232573713,0,0,0,sin_mode,0,400
201710102232573736,0,0,0,sin_mode,0,400
201710102232573757,0,0,0,sin_mode,0,400
201710102232573778,0,0,0,sin_mode,0,400
201710102232573795,0,0,0,sin_mode,0,400
201710102232573820,0,0,0,sin_mode,0,400
201710102232573838,0,0,0,sin_mode,0,400
201710102232573858,0,0,0,sin_mode,0,400
201710102232573875,0,0,0,sin_mode,0,400
201710102232573891,0,0,0,sin_mode,0,400
201710102232573910,0,0,0,sin_mode,0,400
201710102232573926,0,0,0,sin_mode,0,400
201710102232573943,0,0,0,sin_mode,0,400
201710102232573961,0,0,0,sin_mode,0,400
201710102232573978,0,0,0,sin_mode,0,400
201710102232573996,0,0,0,sin_mode,0,400
201710102232574012,0,0,0,sin_mode,0,400
201710102232574033,0,0,0,mode0
201710102232574057,0,0,0,mode0
201710102232574075,0,0,0,mode0
201710102232574094,0,0,0,mode0
201710102232584112,0,0,0,mode0
201710102232584137,0,0,0,mode0
201710102232584155,0,0,0,mode0
201710102232584175,0,0,0,mode0
201710102232584195,0,0,0,mode0
201710102232584212,0,0,0,mode0
201710102232584230,0,0,0,mode0
201710102232584248,0,0,0,mode0
201710102232584272,0,0,0,mode0
201710102232584293,0,0,0,mode0
201710102232584315,0,0,0,mode0
201710102232584328,0,0,0,mode0
201710102232584348,0,0,0,mode0
201710102232584365,0,0,0,mode0
201710102232584384,0,0,0,mode0
201710102232584406,0,0,0,mode0
201710102232584427,0,0,0,mode0
201710102232584443,0,0,0,mode0
201710102232584461,0,0,0,mode0
201710102232584479,0,0,0,mode0
201710102232584495,0,0,0,mode0
201710102232584514,0,0,0,mode0
201710102232584531,0,0,0,mode0
201710102232584549,0,0,0,mode0
201710102232584570,0,0,0,mode0
201710102232584591,0,0,0,mode0
201710102232584608,0,0,0,mode0
201710102232584626,0,0,0,mode0
201710102232584646,0,0,0,mode0
201710102232584661,0,0,0,mode0
201710102232584678,0,0,0,mode0
201710102232584697,0,0,0,mode0
201710102232584719,0,0,0,mode0
201710102232584739,0,0,0,mode0
201710102232584761,0,0,0,mode0
201710102232584779,0,0,0,mode0
201710102232584800,0,0,0,mode0
201710102232584821,0,0,0,mode0
201710102232584842,0,0,0,mode0
201710102232584858,0,0,0,mode0
201710102232584877,0,0,0,mode0
201710102232584894,0,0,0,mode0
201710102232584911,0,0,0,mode0
201710102232584930,0,0,0,mode0
201710102232584948,0,0,0,mode0
201710102232584967,0,0,0,mode0
201710102232584988,0,0,0,mode0
201710102232585010,0,0,0,mode0
201710102232585027,0,0,0,mode0
201710102232585046,0,0,0,mode0
201710102232585069,0,0,0,mode0
201710102232585092,0,0,0,mode0
201710102232595108,0,0,0,mode0
201710102232595125,0,0,0,mode0
201710102232595142,0,0,0,mode0
201710102232595158,0,0,0,mode0
201710102232595175,0,0,0,mode0
201710102232595190,0,0,0,sin_mode,0,400
201710102232595207,0,0,0,sin_mode,0,400
201710102232595225,0,0,0,sin_mode,0,400
201710102232595241,0,0,0,sin_mode,0,400
201710102232595258,0,0,0,sin_mode,0,400
201710102232595274,0,0,0,sin_mode,0,400
