unixtime,mouseX,mouseY,collision,mode
201710102227042483,0,0,0,mode0
201710102227042551,659,540,0,mode0
201710102227042572,659,540,0,mode0
201710102227042589,659,540,0,mode0
201710102227042605,659,540,0,mode0
201710102227042621,659,540,0,mode0
201710102227042639,659,540,0,mode0
201710102227042658,659,540,0,mode0
201710102227042676,659,540,0,mode0
201710102227042692,659,540,0,mode0
201710102227042711,659,540,0,mode0
201710102227042728,659,540,0,mode0
201710102227042746,659,540,0,mode0
201710102227042764,659,540,0,mode0
201710102227042781,659,540,0,mode0
201710102227042800,659,540,0,mode0
201710102227042817,659,540,0,mode0
201710102227042835,659,540,0,mode0
201710102227042851,659,540,0,mode0
201710102227042869,659,540,0,mode0
201710102227042887,659,540,0,mode0
201710102227042906,659,540,0,mode0
201710102227042926,659,540,0,mode0
201710102227042944,659,540,0,mode0
201710102227042962,659,540,0,mode0
201710102227042979,659,540,0,mode0
201710102227043000,659,540,0,mode0
201710102227043020,659,540,0,mode0
201710102227043043,659,542,0,mode0
201710102227043067,659,545,0,mode0
201710102227043085,646,566,0,mode0
201710102227043110,635,579,0,mode0
201710102227043136,626,586,0,mode0
201710102227043159,603,595,1,mode0
201710102227043179,596,596,1,mode0
201710102227043207,586,596,1,mode0
201710102227043228,578,591,1,mode0
201710102227043244,574,587,1,mode0
201710102227043263,573,585,1,mode0
201710102227043286,573,583,1,mode0
201710102227043303,572,577,1,mode0
201710102227043322,574,573,1,mode0
201710102227043338,576,571,1,mode0
201710102227043359,579,569,1,mode0
201710102227043379,581,568,1,mode0
201710102227043404,583,566,1,mode0
201710102227053419,589,563,1,mode0
201710102227053436,590,562,1,mode0
201710102227053456,591,560,1,mode0
201710102227053478,591,559,1,mode0
201710102227053499,592,557,1,mode0
201710102227053516,593,554,1,mode0
201710102227053536,593,552,1,mode0
201710102227053557,594,548,1,mode0
201710102227053581,595,545,1,mode0
201710102227053604,597,537,1,mode0
201710102227053624,598,533,1,mode0
201710102227053643,602,525,1,mode0
201710102227053661,604,519,1,mode0
201710102227053682,608,514,1,mode0
201710102227053710,612,508,2,mode0
201710102227053742,620,500,2,mode0
201710102227053760,625,498,2,mode0
201710102227053776,629,497,3,mode0
201710102227053829,640,497,3,mode0
201710102227053847,665,509,3,mode0
201710102227053868,669,512,3,mode0
201710102227053883,685,521,3,mode0
201710102227053904,695,527,3,mode0
201710102227053925,705,532,3,mode0
201710102227053945,721,539,3,mode0
201710102227053966,729,542,3,mode0
201710102227053987,743,546,3,mode0
201710102227054002,759,550,3,mode0
201710102227054021,765,552,3,mode0
201710102227054042,783,556,3,mode0
201710102227054060,795,557,3,mode0
201710102227054079,804,558,3,mode0
201710102227054096,818,558,4,mode0
201710102227054119,823,558,4,mode0
201710102227054134,831,558,4,mode0
201710102227054154,836,557,4,mode0
201710102227054174,842,555,4,mode0
201710102227054194,846,554,4,mode0
201710102227054210,850,552,4,mode0
201710102227054227,851,551,4,mode0
201710102227054248,852,551,4,mode0
201710102227054270,853,550,4,mode0
201710102227054287,853,550,4,mode0
201710102227054307,853,550,4,mode0
